Change_log	Original_gene_name	Original_transcript_ID	Original_transcript_name	Original_protein_accession	OGSv0_ID	MCOTv1.1	Dmel		
no change - only ID and name update	103506421	XM_008470807.1	XM_008470807.1	XP_008469029.1	Dcitr14776.2	MCOT05465.1.CC	
no change - only ID and name update	103506421	XM_008470808.1	XM_008470808.1	XP_008469030.1	Dcitr14776.1	MCOT05465.1.CC	
no change - only ID and name update	103506431	XM_008470820.1	XM_008470820.1	XP_008469042.1	Dcitr14775.1		
no change - only ID and name update	103506430	XM_008470819.1	XM_008470819.1	XP_008469041.1	Dcitr14774.1	MCOT13971.1.CT	FBpp0110438
no change - only ID and name update	103506429	XM_008470818.1	XM_008470818.1	XP_008469040.1	Dcitr14773.1		
no change - only ID and name update	103506418	XM_008470804.1	XM_008470804.1	XP_008469026.1	Dcitr14803.1		
no change - only ID and name update	103506417	XM_008470803.1	XM_008470803.1	XP_008469025.1	Dcitr14802.1	MCOT15448.0.CO	
no change - only ID and name update	103506416	XM_008470802.1	XM_008470802.1	XP_008469024.1	Dcitr14801.1	MCOT17659.2.CT	FBpp0113061
no change - only ID and name update	103506415	XM_008470801.1	XM_008470801.1	XP_008469023.1	Dcitr14800.1	MCOT12773.1.CC	
no change - only ID and name update	103506414	XM_008470800.1	XM_008470800.1	XP_008469022.1	Dcitr14799.1	MCOT08111.0.MM	
no change - only ID and name update	103506413	XM_008470799.1	XM_008470799.1	XP_008469021.1	Dcitr14798.1		
no change - only ID and name update	103506412	XM_008470798.1	XM_008470798.1	XP_008469020.1	Dcitr14797.1	MCOT08648.0.MM	
no change - only ID and name update	103506410	XM_008470795.1	XM_008470795.1	XP_008469017.1	Dcitr14796.2	MCOT10592.0.MT	FBpp0084478
no change - only ID and name update	103506410	XM_008470796.1	XM_008470796.1	XP_008469018.1	Dcitr14796.1	MCOT10592.0.MT	
no change - only ID and name update	103506411	XM_008470797.1	XM_008470797.1	XP_008469019.1	Dcitr14795.1	MCOT12991.0.CO	
no change - only ID and name update	103506407	XM_008470793.1	XM_008470793.1	XP_008469015.1	Dcitr14814.1	MCOT22571.0.CT	FBpp0305540
no change - only ID and name update	103506406	XM_008470792.1	XM_008470792.1	XP_008469014.1	Dcitr14813.1	MCOT07346.0.MM	
no change - only ID and name update	103506405	XM_008470791.1	XM_008470791.1	XP_008469013.1	Dcitr14812.1	MCOT06677.0.CT	
no change - only ID and name update	103506404	XM_008470790.1	XM_008470790.1	XP_008469012.1	Dcitr14811.1	MCOT06677.0.CT	FBpp0074803
no change - only ID and name update	103506398	XM_008470783.1	XM_008470783.1	XP_008469005.1	Dcitr14810.1	MCOT09725.0.MM	FBpp0088417
no change - only ID and name update	103506399	XM_008470784.1	XM_008470784.1	XP_008469006.1	Dcitr14809.2	MCOT13227.0.CC	FBpp0081322
no change - only ID and name update	103506399	XM_008470785.1	XM_008470785.1	XP_008469007.1	Dcitr14809.1	MCOT13227.0.CC	
no change - only ID and name update	103506396	XM_008470778.1	XM_008470778.1	XP_008469000.1	Dcitr14808.1	MCOT19486.0.CC	FBpp0308632
no change - only ID and name update	103506403	XM_008470789.1	XM_008470789.1	XP_008469011.1	Dcitr14807.1	MCOT19486.0.CC	
no change - only ID and name update	103506402	XM_008470788.1	XM_008470788.1	XP_008469010.1	Dcitr14806.1		
no change - only ID and name update	103506401	XM_008470787.1	XM_008470787.1	XP_008469009.1	Dcitr14805.1		
no change - only ID and name update	103506400	XM_008470786.1	XM_008470786.1	XP_008469008.1	Dcitr14804.1		
no change - only ID and name update	103506381	XM_008470764.1	XM_008470764.1	XP_008468986.1	Dcitr14829.1	MCOT01460.4.CC	
no change - only ID and name update	103506378	XM_008470762.1	XM_008470762.1	XP_008468984.1	Dcitr14828.1	MCOT01460.5.CC	FBpp0312065
no change - only ID and name update	103506380	XM_008470763.1	XM_008470763.1	XP_008468985.1	Dcitr14827.1	MCOT01460.2.CC	
no change - only ID and name update	103506394	XM_008470777.1	XM_008470777.1	XP_008468999.1	Dcitr14826.1		
no change - only ID and name update	103506393	XM_008470776.1	XM_008470776.1	XP_008468998.1	Dcitr14825.1	MCOT13927.0.CT	
no change - only ID and name update	103506392	XM_008470775.1	XM_008470775.1	XP_008468997.1	Dcitr14824.1	MCOT13294.0.CC	FBpp0075214
no change - only ID and name update	103506391	XM_008470774.1	XM_008470774.1	XP_008468996.1	Dcitr14823.1	MCOT04327.0.CT	
no change - only ID and name update	103506389	XM_008470772.1	XM_008470772.1	XP_008468994.1	Dcitr14821.1		
no change - only ID and name update	103506388	XM_008470770.1	XM_008470770.1	XP_008468992.1	Dcitr14820.1	MCOT04327.0.CT	
no change - only ID and name update	103506387	XM_008470769.1	XM_008470769.1	XP_008468991.1	Dcitr14819.1		
no change - only ID and name update	103506386	XM_008470768.1	XM_008470768.1	XP_008468990.1	Dcitr14818.1	MCOT16715.0.CC	
no change - only ID and name update	103506384	XM_008470767.1	XM_008470767.1	XP_008468989.1	Dcitr14817.1	MCOT17736.2.CO	
no change - only ID and name update	103506383	XM_008470766.1	XM_008470766.1	XP_008468988.1	Dcitr14816.1	MCOT17736.2.CO	FBpp0082172
no change - only ID and name update	103506382	XM_008470765.1	XM_008470765.1	XP_008468987.1	Dcitr14815.1		
no change - only ID and name update	103506365	XM_008470749.1	XM_008470749.1	XP_008468971.1	Dcitr14843.1	MCOT17856.0.CT	
no change - only ID and name update	103506364	XM_008470747.1	XM_008470747.1	XP_008468969.1	Dcitr14842.1	MCOT06443.0.CO	
no change - only ID and name update	103506364	XM_008470748.1	XM_008470748.1	XP_008468970.1	Dcitr14842.2	MCOT06443.0.CO	
no change - only ID and name update	103506376	XM_008470760.1	XM_008470760.1	XP_008468982.1	Dcitr14841.1	MCOT00761.1.CO	
no change - only ID and name update	103506375	XM_008470759.1	XM_008470759.1	XP_008468981.1	Dcitr14840.1	MCOT21838.2.CC	
no change - only ID and name update	103506374	XM_008470758.1	XM_008470758.1	XP_008468980.1	Dcitr14839.1	MCOT23443.0.CT	
no change - only ID and name update	103506372	XM_008470757.1	XM_008470757.1	XP_008468979.1	Dcitr14838.1	MCOT21490.0.CO	FBpp0075250
no change - only ID and name update	103506371	XM_008470756.1	XM_008470756.1	XP_008468978.1	Dcitr14837.1	MCOT17310.0.CO	
no change - only ID and name update	103506362	XM_008470746.1	XM_008470746.1	XP_008468968.1	Dcitr14836.1	MCOT17310.0.CO	
no change - only ID and name update	103506366	XM_008470751.1	XM_008470751.1	XP_008468973.1	Dcitr14835.1	MCOT18720.0.CT	FBpp0075309
no change - only ID and name update	103506370	XM_008470755.1	XM_008470755.1	XP_008468977.1	Dcitr14834.1	MCOT18720.0.CT	FBpp0075307
no change - only ID and name update	103506369	XM_008470754.1	XM_008470754.1	XP_008468976.1	Dcitr14833.1	MCOT12947.0.CT	
no change - only ID and name update	103506368	XM_008470753.1	XM_008470753.1	XP_008468975.1	Dcitr14832.1	MCOT18201.1.CC	
no change - only ID and name update	103506361	XM_008470745.1	XM_008470745.1	XP_008468967.1	Dcitr14831.1		
no change - only ID and name update	103506367	XM_008470752.1	XM_008470752.1	XP_008468974.1	Dcitr14830.1		
no change - only ID and name update	103506360	XM_008470744.1	XM_008470744.1	XP_008468966.1	Dcitr14847.1	MCOT02190.3.CC	
no change - only ID and name update	103506359	XM_008470743.1	XM_008470743.1	XP_008468965.1	Dcitr14846.1		FBpp0071072
no change - only ID and name update	103506358	XM_008470742.1	XM_008470742.1	XP_008468964.1	Dcitr14845.1	MCOT17345.3.CC	
no change - only ID and name update	103506357	XM_008470741.1	XM_008470741.1	XP_008468963.1	Dcitr14844.1	MCOT16928.1.CC	FBpp0071379
no change - only ID and name update	103506357	XM_008470739.1	XM_008470739.1	XP_008468961.1	Dcitr14844.2	MCOT16928.1.CC	
no change - only ID and name update	103506356	XM_008470738.1	XM_008470738.1	XP_008468960.1	Dcitr14851.1		
no change - only ID and name update	103506355	XM_008470737.1	XM_008470737.1	XP_008468959.1	Dcitr14850.1	MCOT03826.0.CO	
no change - only ID and name update	103506353	XM_008470736.1	XM_008470736.1	XP_008468958.1	Dcitr14849.1	MCOT05907.0.CC	
no change - only ID and name update	103506352	XM_008470735.1	XM_008470735.1	XP_008468957.1	Dcitr14848.1	MCOT14337.0.CT	
no change - only ID and name update	103506351	XM_008470734.1	XM_008470734.1	XP_008468956.1	Dcitr14868.1		FBpp0071938
no change - only ID and name update	103506350	XM_008470733.1	XM_008470733.1	XP_008468955.1	Dcitr14867.1		
no change - only ID and name update	103506349	XM_008470732.1	XM_008470732.1	XP_008468954.1	Dcitr14866.1		FBpp0306705
no change - only ID and name update	103506348	XM_008470731.1	XM_008470731.1	XP_008468953.1	Dcitr14865.1		
no change - only ID and name update	103506347	XM_008470730.1	XM_008470730.1	XP_008468952.1	Dcitr14864.1		
no change - only ID and name update	103506346	XM_008470728.1	XM_008470728.1	XP_008468950.1	Dcitr14863.1	MCOT23087.0.CT	
no change - only ID and name update	103506345	XM_008470727.1	XM_008470727.1	XP_008468949.1	Dcitr14862.1		
no change - only ID and name update	103506344	XM_008470726.1	XM_008470726.1	XP_008468948.1	Dcitr14861.1		
no change - only ID and name update	103506337	XM_008470720.1	XM_008470720.1	XP_008468942.1	Dcitr14860.1	MCOT15784.0.CC	FBpp0071669
no change - only ID and name update	103506336	XM_008470719.1	XM_008470719.1	XP_008468941.1	Dcitr14859.1	MCOT07769.0.MM	FBpp0303872
no change - only ID and name update	103506342	XM_008470725.1	XM_008470725.1	XP_008468947.1	Dcitr14858.1		
no change - only ID and name update	103506341	XM_008470724.1	XM_008470724.1	XP_008468946.1	Dcitr14857.1	MCOT16148.0.CO	
no change - only ID and name update	103506340	XM_008470723.1	XM_008470723.1	XP_008468945.1	Dcitr14856.1	MCOT19900.2.CC	
no change - only ID and name update	103506339	XM_008470722.1	XM_008470722.1	XP_008468944.1	Dcitr14855.1	MCOT15219.0.CT	FBpp0070811
no change - only ID and name update	103506333	XM_008470717.1	XM_008470717.1	XP_008468939.1	Dcitr14854.1		FBpp0305695
no change - only ID and name update	103506338	XM_008470721.1	XM_008470721.1	XP_008468943.1	Dcitr14853.1	MCOT19063.1.CO	
no change - only ID and name update	103506332	XM_008470716.1	XM_008470716.1	XP_008468938.1	Dcitr14852.1	MCOT15698.0.CT	
no change - only ID and name update	103506330	XM_008470715.1	XM_008470715.1	XP_008468937.1	Dcitr14877.1	MCOT20106.0.CT	
no change - only ID and name update	103506317	XM_008470702.1	XM_008470702.1	XP_008468924.1	Dcitr14876.1	MCOT15734.1.CC	
no change - only ID and name update	103506318	XM_008470703.1	XM_008470703.1	XP_008468925.1	Dcitr14875.1	MCOT15734.1.CC	
replaced by Apollo model: simple replacement	103506320	XM_008470705.1	XM_008470705.1	XP_008468927.1	Dcitr19205.1		
replaced by Apollo model: simple replacement	103506327	XM_008470712.1	XM_008470712.1	XP_008468934.1	Dcitr19206.1		
no change - only ID and name update	103506326	XM_008470710.1	XM_008470710.1	XP_008468932.1	Dcitr14874.1	MCOT17030.0.CT	
no change - only ID and name update	103506325	XM_008470709.1	XM_008470709.1	XP_008468931.1	Dcitr14873.1	MCOT17031.2.CC	FBpp0072007
no change - only ID and name update	103506324	XM_008470708.1	XM_008470708.1	XP_008468930.1	Dcitr14872.1		FBpp0309477
no change - only ID and name update	103506322	XM_008470707.1	XM_008470707.1	XP_008468929.1	Dcitr14871.1	MCOT14237.0.CT	FBpp0082717
no change - only ID and name update	103506316	XM_008470700.1	XM_008470700.1	XP_008468922.1	Dcitr14870.1	MCOT05172.0.CT	
no change - only ID and name update	103506321	XM_008470706.1	XM_008470706.1	XP_008468928.1	Dcitr14869.1	MCOT05172.0.CT	
no change - only ID and name update	103506315	XM_008470699.1	XM_008470699.1	XP_008468921.1	Dcitr14892.1	MCOT22691.0.CC	
no change - only ID and name update	103506314	XM_008470698.1	XM_008470698.1	XP_008468920.1	Dcitr14891.1	MCOT03610.0.CC	
no change - only ID and name update	103506312	XM_008470697.1	XM_008470697.1	XP_008468919.1	Dcitr14890.1	MCOT02872.3.CC	
no change - only ID and name update	103506311	XM_008470696.1	XM_008470696.1	XP_008468918.1	Dcitr14889.1	MCOT03320.1.CC	
no change - only ID and name update	103506299	XM_008470683.1	XM_008470683.1	XP_008468905.1	Dcitr14888.1	MCOT03320.2.CO	
no change - only ID and name update	103506300	XM_008470684.1	XM_008470684.1	XP_008468906.1	Dcitr14887.1	MCOT06535.0.CC	
no change - only ID and name update	103506309	XM_008470694.1	XM_008470694.1	XP_008468916.1	Dcitr14885.1	MCOT21534.0.CO	
no change - only ID and name update	103506308	XM_008470692.1	XM_008470692.1	XP_008468914.1	Dcitr14884.1	MCOT14911.4.CC	
no change - only ID and name update	103506307	XM_008470691.1	XM_008470691.1	XP_008468913.1	Dcitr14883.1	MCOT08940.0.MM	
no change - only ID and name update	103506305	XM_008470688.1	XM_008470688.1	XP_008468910.1	Dcitr14881.1	MCOT14581.0.CO	
no change - only ID and name update	103506304	XM_008470687.1	XM_008470687.1	XP_008468909.1	Dcitr14880.1	MCOT13960.1.CC	
no change - only ID and name update	103506303	XM_008470686.1	XM_008470686.1	XP_008468908.1	Dcitr14879.1	MCOT13960.1.CC	
no change - only ID and name update	103506301	XM_008470685.1	XM_008470685.1	XP_008468907.1	Dcitr14878.1	MCOT15727.0.CT	
no change - only ID and name update	103506292	XM_008470676.1	XM_008470676.1	XP_008468898.1	Dcitr14905.1		
no change - only ID and name update	103506298	XM_008470682.1	XM_008470682.1	XP_008468904.1	Dcitr14904.1	MCOT03105.1.CC	
no change - only ID and name update	103506291	XM_008470675.1	XM_008470675.1	XP_008468897.1	Dcitr14903.1	MCOT03105.1.CC	FBpp0077900
no change - only ID and name update	103506285	XM_008470668.1	XM_008470668.1	XP_008468890.1	Dcitr14902.1		FBpp0293592
no change - only ID and name update	103506286	XM_008470670.1	XM_008470670.1	XP_008468892.1	Dcitr14901.1		
no change - only ID and name update	103506287	XM_008470672.1	XM_008470672.1	XP_008468894.1	Dcitr14900.2	MCOT02959.0.CC	FBpp0304014
no change - only ID and name update	103506287	XM_008470671.1	XM_008470671.1	XP_008468893.1	Dcitr14900.1	MCOT02959.0.CC	
no change - only ID and name update	103506289	XM_008470673.1	XM_008470673.1	XP_008468895.1	Dcitr14899.1	MCOT10562.0.OO	
no change - only ID and name update	103506290	XM_008470674.1	XM_008470674.1	XP_008468896.1	Dcitr14898.1		
no change - only ID and name update	103506297	XM_008470681.1	XM_008470681.1	XP_008468903.1	Dcitr14897.1	MCOT22770.0.CO	FBpp0312169
no change - only ID and name update	103506284	XM_008470667.1	XM_008470667.1	XP_008468889.1	Dcitr14896.1	MCOT04264.0.CT	FBpp0079780
no change - only ID and name update	103506296	XM_008470679.1	XM_008470679.1	XP_008468901.1	Dcitr14895.1	MCOT17121.0.CT	
no change - only ID and name update	103506295	XM_008470678.1	XM_008470678.1	XP_008468900.1	Dcitr14894.1	MCOT02554.0.CT	
no change - only ID and name update	103506294	XM_008470677.1	XM_008470677.1	XP_008468899.1	Dcitr14893.1	MCOT17121.0.CT	
no change - only ID and name update	103506246	XM_008470632.1	XM_008470632.1	XP_008468854.1	Dcitr14951.1	MCOT22600.0.CC	
no change - only ID and name update	103506281	XM_008470666.1	XM_008470666.1	XP_008468888.1	Dcitr14950.1		
no change - only ID and name update	103506280	XM_008470665.1	XM_008470665.1	XP_008468887.1	Dcitr14949.1	MCOT14553.0.CT	
no change - only ID and name update	103506279	XM_008470664.1	XM_008470664.1	XP_008468886.1	Dcitr14948.1	MCOT14553.0.CT	
no change - only ID and name update	103506278	XM_008470663.1	XM_008470663.1	XP_008468885.1	Dcitr14947.1	MCOT05224.0.CT	
no change - only ID and name update	103506245	XM_008470631.1	XM_008470631.1	XP_008468853.1	Dcitr14945.1	MCOT12413.0.CO	FBpp0084191
no change - only ID and name update	103506277	XM_008470662.1	XM_008470662.1	XP_008468884.1	Dcitr14944.1	MCOT22714.1.CC	
no change - only ID and name update	103506275	XM_008470660.1	XM_008470660.1	XP_008468882.1	Dcitr14943.1		
no change - only ID and name update	103506240	XM_008470627.1	XM_008470627.1	XP_008468849.1	Dcitr14942.1	MCOT23325.0.CC	
no change - only ID and name update	103506242	XM_008470628.1	XM_008470628.1	XP_008468850.1	Dcitr14941.1	MCOT17442.0.CT	
no change - only ID and name update	103506273	XM_008470658.1	XM_008470658.1	XP_008468880.1	Dcitr14940.1	MCOT19739.0.CT	
no change - only ID and name update	103506239	XM_008470626.1	XM_008470626.1	XP_008468848.1	Dcitr14939.1		
no change - only ID and name update	103506271	XM_008470657.1	XM_008470657.1	XP_008468879.1	Dcitr14938.1	MCOT14831.2.CC	
no change - only ID and name update	103506270	XM_008470656.1	XM_008470656.1	XP_008468878.1	Dcitr14937.1	MCOT19739.0.CT	
no change - only ID and name update	103506269	XM_008470655.1	XM_008470655.1	XP_008468877.1	Dcitr14936.1	MCOT09539.0.MM	FBpp0289644
no change - only ID and name update	103506268	XM_008470654.1	XM_008470654.1	XP_008468876.1	Dcitr14935.1	MCOT09539.0.MM	
no change - only ID and name update	103506238	XM_008470625.1	XM_008470625.1	XP_008468847.1	Dcitr14934.2	MCOT08021.0.MM	FBpp0073964
no change - only ID and name update	103506238	XM_008470624.1	XM_008470624.1	XP_008468846.1	Dcitr14934.1		FBpp0073963
no change - only ID and name update	103506267	XM_008470653.1	XM_008470653.1	XP_008468875.1	Dcitr14933.1	MCOT22904.0.CO	FBpp0312007
no change - only ID and name update	103506235	XM_008470623.1	XM_008470623.1	XP_008468845.1	Dcitr14932.2	MCOT05040.0.CT	
no change - only ID and name update	103506235	XM_008470622.1	XM_008470622.1	XP_008468844.1	Dcitr14932.1	MCOT05040.0.CT	
no change - only ID and name update	103506234	XM_008470620.1	XM_008470620.1	XP_008468842.1	Dcitr14931.1		
no change - only ID and name update	103506266	XM_008470652.1	XM_008470652.1	XP_008468874.1	Dcitr14930.1	MCOT17512.0.CT	FBpp0302700
no change - only ID and name update	103506265	XM_008470650.1	XM_008470650.1	XP_008468872.1	Dcitr14929.1	MCOT06059.0.CT	FBpp0087861
no change - only ID and name update	103506264	XM_008470649.1	XM_008470649.1	XP_008468871.1	Dcitr14928.1	MCOT11428.0.MM	
no change - only ID and name update	103506233	XM_008470619.1	XM_008470619.1	XP_008468841.1	Dcitr14926.1	MCOT20060.0.CC	FBpp0081600
no change - only ID and name update	103506261	XM_008470647.1	XM_008470647.1	XP_008468869.1	Dcitr14925.1	MCOT22409.0.CO	FBpp0081397
no change - only ID and name update	103506260	XM_008470646.1	XM_008470646.1	XP_008468868.1	Dcitr14924.1	MCOT21529.2.CO	
no change - only ID and name update	103506259	XM_008470645.1	XM_008470645.1	XP_008468867.1	Dcitr14923.1	MCOT21529.2.CO	
no change - only ID and name update	103506258	XM_008470644.1	XM_008470644.1	XP_008468866.1	Dcitr14922.1	MCOT20734.0.CO	
no change - only ID and name update	103506257	XM_008470643.1	XM_008470643.1	XP_008468865.1	Dcitr14921.1	MCOT12332.0.CT	
no change - only ID and name update	103506256	XM_008470642.1	XM_008470642.1	XP_008468864.1	Dcitr14920.1	MCOT20279.2.CC	FBpp0089420
no change - only ID and name update	103506255	XM_008470641.1	XM_008470641.1	XP_008468863.1	Dcitr14919.1	MCOT20712.0.CT	
no change - only ID and name update	103506229	XM_008470618.1	XM_008470618.1	XP_008468840.1	Dcitr14918.1	MCOT20712.0.CT	
no change - only ID and name update	103506254	XM_008470639.1	XM_008470639.1	XP_008468861.1	Dcitr14917.1	MCOT12278.0.CO	FBpp0303374
no change - only ID and name update	103506226	XM_008470616.1	XM_008470616.1	XP_008468838.1	Dcitr14916.1	MCOT18143.0.CC	FBpp0083673
no change - only ID and name update	103506228	XM_008470617.1	XM_008470617.1	XP_008468839.1	Dcitr14915.1		FBpp0288838
